,Title,Type,Director,Actors,Release,Genre,Runtime,Language,Country,Rating,IMDb,RottenTomatoes,Metacritic,Platform
5677,E-Team,Movie,"Katy Chevigny, Ross Kauffman","['Anna Neistat', 'Ole Solvang', 'Peter Bouckaert']",22 Oct 2014,"['Documentary', 'War']",88,"['English', 'German', 'Arabic', 'Russian', 'French']",United States,,7.1,82.0,66.0,Netflix
5678,Wyatt Cenac: Brooklyn,Movie,Wyatt Cenac,"['Wyatt Cenac', 'James Godwin']",21 Oct 2014,Comedy,67,English,United States,,6.3,,,Netflix
5679,Chelsea Handler: Uganda Be Kidding Me Live,Movie,James Yukich,Chelsea Handler,2014,Stand-Up Comedy,71,,United States,TV-MA,,,,Netflix
5680,Print the Legend,Movie,"Luis Lopez, Clay Tweel","['Chris Anderson', 'Bruce Bradshaw', 'Craig Broady']",26 Sep 2014,"['Documentary', 'Biography', 'Drama']",100,English,United States,,7.0,,,Netflix
5681,Mission Blue,Movie,"Robert Nixon, Fisher Stevens","['Barbara Block', 'James Cameron', 'Michael deGruy']",15 Aug 2014,"['Documentary', 'Drama']",95,English,"['United States', 'Bermuda', 'Ecuador']",,7.9,,77.0,Netflix
5682,The Battered Bastards of Baseball,Movie,"Chapman Way, Maclain Way","['Lou Russell', 'Kurt Russell', 'Ken Wheeler']",11 Jul 2014,"['Documentary', 'Sport']",80,English,United States,,8.0,100.0,75.0,Netflix
5683,From One Second to the Next,Movie,Werner Herzog,"['Valetta Bradford', 'Xzavier Davis-Bilbo', 'Aurie Parris']",07 Aug 2013,"['Documentary', 'Short']",34,English,United States,,7.4,,,Netflix
5684,The Borgias,TV Show,,"['Jeremy Irons', 'François Arnaud', 'Holliday Grainger']",03 Apr 2011,"['Crime', 'Drama', 'History']",3,English,"['United States', 'Hungary', 'Ireland', 'Canada']",TV-MA,7.9,,,Netflix
5685,Mitt,Movie,Greg Whiteley,"['Mitt Romney', 'Candy Crowley', 'Eric Draper']",24 Jan 2014,"['Documentary', 'Biography', 'Family']",94,English,United States,,6.9,83.0,64.0,Netflix
5686,The Square,Movie,Ruben Östlund,"['Claes Bang', 'Elisabeth Moss', 'Dominic West']",25 Aug 2017,"['Comedy', 'Drama']",151,"['Swedish', 'English', 'Danish']","['Sweden', 'Germany', 'France', 'Denmark']",R,7.2,85.0,73.0,Netflix
5687,Shrek the Musical,Movie,Michael John Warren,"[""Brian d'Arcy James"", 'Sutton Foster', 'Christopher Sieber']",17 Sep 2013,"['Comedy', 'Family', 'Fantasy']",130,English,United States,TV-G,7.0,,,Netflix
5688,The Short Game,Movie,Josh Greenbaum,"['Amari Avery', 'Jed Dy', 'Allan Kournikova']",20 Sep 2013,"['Documentary', 'Sport']",99,"['English', 'French']",United States,PG,7.3,84.0,51.0,Netflix
5689,Aziz Ansari: Buried Alive,Movie,"Will Lovelace, Dylan Southern",Aziz Ansari,01 Nov 2013,Comedy,80,English,United States,,7.3,100.0,,Netflix
5690,The 4400,TV Show,,"['Jacqueline McKenzie', 'Joel Gretsch', 'Patrick John Flueger']",11 Jul 2004,"['Drama', 'Mystery', 'Sci-Fi']",4,English,"['United Kingdom', 'United States']",TV-14,7.3,,,Netflix
5691,Breaking Bad,TV Show,,"['Bryan Cranston', 'Aaron Paul', 'Anna Gunn']",20 Jan 2008,"['Crime', 'Drama', 'Thriller']",5,"['English', 'Spanish']",United States,TV-MA,9.4,96.0,,Netflix
5692,Being Elmo: A Puppeteer's Journey,Movie,"Constance Marks, Philip Shane","['Kevin Clash', 'Whoopi Goldberg', 'Frank Oz']",27 Apr 2012,Documentary,80,English,United States,PG,7.6,95.0,71.0,Netflix
5693,A Stoning in Fulham County,Movie,Larry Elikann,"['Ken Olin', 'Jill Eikenberry', 'Maureen Mueller', 'Gregg Henry']",24 Oct 1988,"['Crime', 'Drama', 'Thriller']",94,English,USA,Not Rated,5.8,,,Netflix
5694,Adam: His Song Continues,Movie,Robert Markowitz,"['Daniel J. Travanti', 'JoBeth Williams', 'Richard Masur', 'Martha Scott']",29 Sep 1986,"['Crime', 'Drama']",100,English,USA,Not Rated,7.1,,,Netflix
5695,Hard Lessons,Movie,Demetrius Angelo,"['Teresa Nash', 'Leon Andrew Joseph', 'Genaro Tristan Colon']",10 Nov 2018,"['Short', 'Action']",3,English,United States,,,,,Netflix
5696,In Defense of a Married Man,Movie,Joel Oliansky,"['Judith Light', 'Michael Ontkean', 'Jerry Orbach', 'Pat Corley']",14 Oct 1990,"['Crime', 'Drama']",95,English,USA,Not Rated,5.6,,,Netflix
5697,Quiet Victory: The Charlie Wedemeyer Story,Movie,Roy Campanella II,"['Pam Dawber', 'Michael Nouri', 'Bess Meyer', 'Peter Berg']",26 Dec 1988,Drama,100,English,USA,Not Rated,7.2,,,Netflix
5698,Strange Voices,Movie,Arthur Allan Seidelman,"['Nancy McKeon', 'Valerie Harper', 'Stephen Macht', 'Tricia Leigh Fisher']",19 Oct 1987,Drama,100,English,USA,Not Rated,6.5,,,Netflix
5699,The Ryan White Story,Movie,John Herzfeld,"['Judith Light', 'Lukas Haas', 'Michael Bowen', 'Nikki Cox']",16 Jan 1989,"['Biography', 'Drama']",105,English,USA,Not Rated,7.3,,,Netflix
5700,Too Young the Hero,Movie,Buzz Kulik,"['Ricky Schroder', 'Jon DeVries', 'Debra Mooney', 'Rick Warner']",27 Mar 1988,"['Biography', 'Drama', 'War']",100,English,USA,Not Rated,6.9,,,Netflix
5701,A Triumph of the Heart: The Ricky Bell Story,Movie,Richard Michaels,"['Mario Van Peebles', 'Susan Ruttan', 'Lane R. Davis', 'Lynn Whitfield']",02 Apr 1991,"['Biography', 'Drama', 'Sport']",100,English,USA,Not Rated,7.4,,,Netflix
5702,Unspeakable Acts,Movie,Linda Otto,"['Jill Clayburgh', 'Brad Davis', 'Sam Behrens', 'Gary Frank']",15 Jan 1990,"['Biography', 'Drama']",100,English,USA,Not Rated,6.2,,,Netflix
5703,Victim of Beauty,Movie,Roger Young,"['William Devane', 'Jeri Ryan', 'Michele Abrams', 'Nick Searcy', 'Linda Pierce', 'J. Don Ferguson', 'Butch Slade', 'Joyce Bowden-Kirby']",1991,"['Drama', 'Thriller']",93,,United States,TV-14,,,,Netflix
5704,Joseph: King of Dreams,Movie,"Rob LaDuca, Robert C. Ramirez","['Ben Affleck', 'Mark Hamill', 'Richard Herd', 'Maureen McGovern']",07 Nov 2000,"['Animation', 'Adventure', 'Biography', 'Drama', 'Family', 'History', 'Musical']",75,English,"['USA', 'France', 'UK']",Unrated,6.5,,,Netflix
5705,Even the Rain,Movie,Icíar Bollaín,"['Gael García Bernal', 'Luis Tosar', 'Karra Elejalde']",05 Jan 2011,"['Drama', 'History']",103,"['Spanish', 'Quechua', 'English']","['Spain', 'Mexico', 'France']",Not Rated,7.4,87.0,69.0,Netflix
5706,Splatter,TV Show,,"['Corey Feldman', 'Mark Alan', 'Tony Todd']",30 Oct 2009,Horror,1,English,United States,TV-14,3.1,,,Netflix
5707,Just Another Love Story,Movie,Ole Bornedal,"['Anders W. Berthelsen', 'Rebecka Hemse', 'Nikolaj Lie Kaas']",24 Aug 2007,"['Crime', 'Drama', 'Thriller']",100,Danish,Denmark,Not Rated,7.2,74.0,69.0,Netflix
5708,To and from New York,Movie,Sorin Dan Mihalcescu,"['Barbara King', 'Yoriko Haraguchi', 'Shaana Levy', 'Lyudmila Polupanova']",12 Aug 2006,"['Drama', 'Romance']",82,English,USA,Unrated,5.6,,,Netflix
5709,9,Movie,Shane Acker,"['Elijah Wood', 'Jennifer Connelly', 'Crispin Glover']",09 Sep 2009,"['Animation', 'Action', 'Adventure']",79,English,United States,PG-13,7.1,57.0,60.0,Netflix
5710,21,Movie,Robert Luketic,"['Jim Sturgess', 'Kate Bosworth', 'Kevin Spacey']",28 Mar 2008,"['Crime', 'Drama', 'History']",123,English,United States,PG-13,6.8,36.0,48.0,Netflix
5711,187,Movie,Hecht Amar,"['Hecht Amar', 'Mattia Bianchi']",19 Sep 2016,"['Short', 'Crime']",,English,United States,,,,,Netflix
5712,706,Movie,Shravankumar Tiwari,"['Mohan Agashe', 'Raayo S. Bakhirta', 'Divya Dutta']",11 Jan 2019,Thriller,120,Hindi,India,Not Rated,5.3,,,Netflix
5713,1920,Movie,Vikram Bhatt,"['Rajneesh Duggal', 'Adah Sharma', 'Anjori Alagh']",12 Sep 2008,"['Horror', 'Mystery', 'Romance']",138,Hindi,India,Unrated,6.4,,,Netflix
5714,Oct-01,Movie,Kunle Afolayan,"['Sadiq Daba', 'David Bailie', 'Kayode Olaiya', 'Kehinde Bankole', 'Fabian Adeoye Lojede', 'Nick Rhys', 'Kunle Afolayan', 'Colin David Reese', 'Ibrahim Shatta', 'Femi Adebayo', 'Kanayo O. Kanayo', 'Lawrence Stubbings', 'Ademola Adedoyin']",2014,"['Drama', 'International Movies', 'Thriller']",149,,Nigeria,TV-14,,,,Netflix
5715,22-Jul,Movie,Paul Greengrass,"['Anders Danielsen Lie', 'Jon Øigarden', 'Jonas Strand Gravli', 'Ola G. Furuseth', 'Maria Bock', 'Thorbjørn Harr', 'Jaden Smith']",2018,"['Drama', 'Thriller']",144,,"['Norway', 'Iceland', 'United States']",R,,,,Netflix
5716,15-Aug,Movie,Swapnaneel Jayakar,"['Rahul Pethe', 'Mrunmayee Deshpande', 'Adinath Kothare', 'Vaibhav Mangale', 'Jaywant Wadkar', 'Satish Pulekar', 'Naina Apte', 'Uday Tikekar']",2019,"['Comedy', 'Drama', 'Independent Movies']",124,,India,TV-14,,,,Netflix
5717,Deutschland 89,TV Show,,"['Jonas Nay', 'Maria Schrader', 'Sylvester Groth']",29 Oct 2020,"['Drama', 'Thriller']",1,"['German', 'English']",Germany,TV-MA,7.8,,,Netflix
5718,Goli Soda 2,Movie,Vijay Milton,"['Samuthirakani', 'Gautham Vasudev Menon', 'Bharath Seeni']",14 Jun 2018,"['Action', 'Drama']",128,Tamil,India,,7.2,,,Netflix
5719,Maj Rati Keteki,Movie,Santwana Bardoloi,"['Adil Hussain', 'Shakil Imtiaz', 'Sulakshana Baruah']",27 Oct 2017,Drama,,Assamese,India,,7.5,,,Netflix
5720,Mayurakshi,Movie,Atanu Ghosh,"['Prasenjit Chatterjee', 'Indrani Haldar', 'Sudiptaa Chakraborty']",29 Dec 2017,Drama,102,Bengali,India,,7.2,,,Netflix
5721,(T)ERROR,Movie,"Lyric R. Cabral, David Felix Sutcliffe","['Khalifah Ali Al-Akili', 'Mike Healey', 'Ali Kareem']",08 Oct 2015,Documentary,84,English,United States,,6.6,91.0,73.0,Netflix
5722,#cats_the_mewvie,Movie,Michael Margolis,"['Kevin Allocca', 'Phaedra Barratt', 'Amanda Brennan']",05 Feb 2020,Documentary,90,English,Canada,TV-14,5.3,,,Netflix
5723,#Roxy,Movie,Michael Kennedy,"['Jake Short', 'Sarah Fisher', 'Booboo Stewart']",01 Oct 2018,"['Comedy', 'Romance']",105,English,Canada,,5.1,,,Netflix
5724,Ég man þig,Movie,Óskar Thór Axelsson,"['Jóhannes Haukur Jóhannesson', 'Ágústa Eva Erlendsdóttir', 'Elma Stefania Agustsdottir', 'Thor Kristjansson', 'Anna Gunndís Guðmundsdóttir', 'Sara Dögg Ásgeirsdóttir', 'Þröstur Leó Gunnarsson', 'Jóhann Sigurðarson', 'Sveinn Geirsson', 'Arnar Páll Harðarson']",2017,"['Horror Movies', 'International Movies']",106,,Iceland,TV-MA,,,,Netflix
5725,Çok Filim Hareketler Bunlar,Movie,Ozan Açiktan,"['Gülsüm Alkan', 'Ibrahim Büyükak', 'Emre Canpolat']",26 Mar 2010,Comedy,134,Turkish,Turkey,,4.4,,,Netflix
5726,Æon Flux,Movie,Karyn Kusama,"['Charlize Theron', 'Frances McDormand', 'Sophie Okonedo']",02 Dec 2005,"['Action', 'Adventure', 'Sci-Fi']",93,English,"['United States', 'Germany', 'Brazil', 'Italy']",PG-13,5.5,9.0,36.0,Netflix
5727,Subat,TV Show,,"['Alican Yücesoy', 'Melisa Sözen', 'Sermet Yesil']",14 Sep 2012,"['Crime', 'Drama', 'Fantasy']",1,Turkish,Turkey,,8.0,,,Netflix
5728,1 Chance 2 Dance,Movie,Adam Deyoe,"['Lexi Giovagnoli', 'Justin Ray', 'Rae Latt']",21 Jan 2014,"['Drama', 'Family']",89,English,United States,G,4.8,,,Netflix
5729,1 Mile to You,Movie,Leif Tilden,"['Graham Rogers', 'Tim Roth', 'Stefanie Scott']",07 Apr 2017,"['Drama', 'Romance', 'Sport']",104,English,United States,TV-14,6.3,,,Netflix
5730,"10,000 BC",Movie,Roland Emmerich,"['Camilla Belle', 'Steven Strait', 'Marco Khan']",07 Mar 2008,"['Action', 'Adventure', 'Drama']",109,English,"['United States', 'South Africa']",PG-13,5.1,9.0,34.0,Netflix
5731,100 Years: One Woman's Fight for Justice,Movie,Melinda Janko,,2016,Documentaries,75,,United States,TV-14,,,,Netflix
5732,100% Hotter,TV Show,,"['Daniel Palmer', 'Melissa Sophia', 'Karen Williams']",08 Jun 2016,Reality TV,3,English,United Kingdom,,4.5,,,Netflix
5733,12 Round Gun,Movie,Sam Upton,"['Mark Boone Junior', 'Kate Vernon', 'Jared Abrahamson']",16 Nov 2018,"['Drama', 'Sport']",92,English,United States,TV-MA,4.8,,,Netflix
5734,12 Years Promise,TV Show,,"['Im Ji-Hyun', 'So-yeon Lee', 'Min Namkoong']",22 Mar 2014,"['Comedy', 'Drama', 'Romance']",1,Korean,South Korea,TV-Y,7.4,,,Netflix
5735,13 Cameras,Movie,Victor Zarcoff,"['Neville Archambault', 'Sean Carrigan', 'PJ McCabe']",15 Apr 2016,"['Crime', 'Drama', 'Horror']",87,English,United States,TV-MA,5.1,77.0,41.0,Netflix
5736,13 Sins,Movie,Daniel Stamm,"['Mark Webber', 'Devon Graye', 'Tom Bower']",11 Apr 2014,"['Horror', 'Thriller']",93,English,United States,R,6.3,65.0,44.0,Netflix
5737,13th: A Conversation with Oprah Winfrey & Ava DuVernay,Movie,,"['Oprah Winfrey', 'Ava DuVernay']",31 Jan 2017,"['Documentary', 'Short']",37,English,,,7.1,,,Netflix
5738,14 Blades,Movie,Daniel Lee,"['Donnie Yen', 'Wei Zhao', 'Chun Wu']",22 Aug 2014,"['Action', 'History', 'Thriller']",114,Mandarin,"['Hong Kong', 'China', 'Singapore']",R,6.3,69.0,50.0,Netflix
5739,14 Cameras,Movie,"Seth Fuller, Scott Hussion","['Zach Dulin', 'Kodi Lane', 'Neville Archambault']",27 Jul 2018,"['Crime', 'Drama', 'Horror']",90,English,United States,TV-MA,4.6,22.0,25.0,Netflix
5740,16 Blocks,Movie,Richard Donner,"['Bruce Willis', 'Yasiin Bey', 'David Morse']",03 Mar 2006,"['Action', 'Drama', 'Thriller']",102,"['English', 'Spanish']","['United States', 'Germany']",PG-13,6.6,56.0,63.0,Netflix
5741,17 Again,Movie,Burr Steers,"['Zac Efron', 'Matthew Perry', 'Leslie Mann']",17 Apr 2009,"['Comedy', 'Drama', 'Fantasy']",102,English,United States,PG-13,6.4,56.0,48.0,Netflix
5742,1BR,Movie,David Marmor,"['Nicole Brydon Bloom', 'Giles Matthey', 'Taylor Nichols']",24 Apr 2020,"['Drama', 'Horror', 'Thriller']",90,English,United States,TV-MA,5.8,88.0,56.0,Netflix
5743,1st Summoning,Movie,Raymond Wood,"['Hayley Lovitt', 'Jason MacDonald', 'Teddy Cole']",22 Feb 2019,Horror,97,English,United States,,3.3,,,Netflix
5744,20 Feet from Stardom,Movie,Morgan Neville,"['Darlene Love', 'Merry Clayton', 'Lisa Fischer']",26 Jul 2013,"['Documentary', 'Biography', 'History']",91,"['English', 'Spanish']",United States,PG-13,7.4,99.0,83.0,Netflix
5745,2036 Origin Unknown,Movie,Hasraf Dulull,"['Katee Sackhoff', 'Ray Fearon', 'Julie Cox']",08 Jun 2018,"['Action', 'Sci-Fi', 'Thriller']",94,English,United Kingdom,TV-14,4.4,,,Netflix
5746,20th Century Women,Movie,Mike Mills,"['Annette Bening', 'Elle Fanning', 'Greta Gerwig']",20 Jan 2017,"['Comedy', 'Drama']",119,English,United States,R,7.3,88.0,83.0,Netflix
5747,21 & Over,Movie,"Jon Lucas, Scott Moore","['Miles Teller', 'Justin Chon', 'Jonathan Keltz']",01 Mar 2013,Comedy,93,"['English', 'Spanish']",United States,R,5.8,27.0,34.0,Netflix
5748,21 Sarfarosh Saragarhi 1897,TV Show,,"['Mohit Raina', 'Sooraj Ohri', 'Harry Chauhan']",12 Feb 2018,"['History', 'War']",1,"['Hindi', 'English']",India,,8.3,,,Netflix
5749,2307: Winter's Dream,Movie,Joey Curtis,"['Paul Sidhu', 'Arielle Holmes', 'Branden Coles']",01 Jun 2017,Sci-Fi,101,English,United States,,3.9,,,Netflix
5750,24 Hours to Live,Movie,Brian Smrz,"['Ethan Hawke', 'Qing Xu', 'Paul Anderson']",26 Jan 2018,"['Action', 'Sci-Fi', 'Thriller']",93,"['English', 'Chinese']","['South Africa', 'China', 'United States']",R,5.8,52.0,37.0,Netflix
5751,"27, el club de los malditos",Movie,Nicanor Loreti,"['Diego Capusotto', 'Sofía Gala', 'Daniel Aráoz', 'Willy Toledo', 'El Polaco', 'Paula Manzone', 'Yayo Guridi', 'Guillermo Toledo']",2018,"['Action & Adventure', 'Comedy', 'International Movies']",82,,Argentina,TV-MA,,,,Netflix
5752,27: Gone Too Soon,Movie,Simon Napier-Bell,"['Olly Alexander', 'Benny Andersson', 'Steve Blame']",26 Mar 2018,"['Documentary', 'Music']",90,English,United Kingdom,TV-PG,4.8,,,Netflix
5753,28 Days,Movie,Betty Thomas,"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West']",14 Apr 2000,"['Comedy', 'Drama']",103,English,United States,PG-13,6.1,33.0,46.0,Netflix
5754,3 Deewarein,Movie,Nagesh Kukunoor,"['Naseeruddin Shah', 'Jackie Shroff', 'Juhi Chawla']",01 Aug 2003,"['Crime', 'Drama']",115,Hindi,India,Not Rated,7.8,,,Netflix
5755,3 Generations,Movie,Gaby Dellal,"['Naomi Watts', 'Elle Fanning', 'Susan Sarandon']",29 Sep 2016,Drama,92,"['English', 'Spanish']",United States,PG-13,6.0,31.0,47.0,Netflix
5756,3 Heroines,Movie,Iman Brotoseno,"['Reza Rahadian', 'Bunga Citra Lestari', 'Tara Basro', 'Chelsea Islan']",2016,"['Drama', 'International Movies', 'Sport']",124,,Indonesia,TV-PG,,,,Netflix
5757,3 Seconds Divorce,Movie,Shazia Javed,,06 Jul 2019,Documentary,54,"['Hindi', 'Urdu', 'English']",Canada,,7.2,,,Netflix
5758,30 Days of Luxury,Movie,Hani Hamdi,"['Nada Bahgat', 'Muhammad Deyab', 'Saad El Soghayar']",05 Jul 2016,"['Comedy', 'Musical']",91,Arabic,Egypt,,2.4,,,Netflix
5759,30 Minutes or Less,Movie,Ruben Fleischer,"['Jesse Eisenberg', 'Danny McBride', 'Nick Swardson']",12 Aug 2011,"['Action', 'Comedy', 'Crime']",83,"['English', 'German', 'Spanish']",United States,R,6.1,45.0,49.0,Netflix
5760,300 Miles to Heaven,Movie,Maciej Dejczer,"['Wojciech Klata', 'Rafal Zimowski', 'Kama Kowalewska']",30 Oct 1989,"['Biography', 'Drama']",105,"['Polish', 'Danish']","['Denmark', 'France', 'Poland']",,7.2,,,Netflix
5761,42 Grams,Movie,Jack C. Newell,"['Jacob Bickelhaupt', 'Alexa Welsh']",08 Oct 2017,"['Documentary', 'Biography', 'Drama']",82,English,United States,Not Rated,7.1,100.0,,Netflix
5762,4th Man Out,Movie,Andrew Nackman,"['Parker Young', 'Evan Todd', 'Chord Overstreet']",05 Feb 2016,"['Comedy', 'Drama']",86,English,United States,Unrated,6.7,54.0,43.0,Netflix
5763,5 Cowok Jagoan: Rise of the Zombies,Movie,Anggy Umbara,"['Ario Bayu', 'Dwi Sasono', 'Cornelio Sunny']",14 Dec 2017,"['Action', 'Comedy']",106,Indonesian,Indonesia,,6.6,,,Netflix
5764,5 to 7,Movie,Victor Levin,"['Anton Yelchin', 'Bérénice Marlohe', 'Olivia Thirlby']",12 Feb 2015,"['Comedy', 'Drama', 'Romance']",95,"['English', 'French']",United States,R,7.1,70.0,52.0,Netflix
5765,50 First Dates,Movie,Peter Segal,"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider']",13 Feb 2004,"['Comedy', 'Drama', 'Romance']",99,"['English', 'Hawaiian', 'Mandarin']",United States,PG-13,6.8,45.0,48.0,Netflix
5766,50/50,Movie,Jonathan Levine,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick']",30 Sep 2011,"['Comedy', 'Drama', 'Romance']",100,English,United States,R,7.6,93.0,72.0,Netflix
5767,6 Days,Movie,Toa Fraser,"['Jamie Bell', 'Mark Strong', 'Abbie Cornish']",18 Aug 2017,"['Action', 'Drama', 'History']",94,"['English', 'Arabic', 'Persian']","['New Zealand', 'United Kingdom']",R,6.2,63.0,36.0,Netflix
5768,6-5=2,Movie,"K.S. Ashoka, Swarna Latha","['Darshan Apoorva', 'Vijay Chendoor', 'Mruthyunjaya']",29 Nov 2013,"['Horror', 'Thriller']",105,Kannada,India,,5.9,,,Netflix
5769,68 Kill,Movie,Trent Haaga,"['Matthew Gray Gubler', 'AnnaLynne McCord', 'Alisha Boe']",04 Aug 2017,"['Comedy', 'Crime', 'Thriller']",93,English,United States,R,6.1,70.0,56.0,Netflix
5770,7 (Seven),Movie,Joshua Steele,"['Daniel Appelt', 'Melissa Duncan', 'Jessy Martin']",,"['Short', 'Sci-Fi']",40,English,United States,,,,,Netflix
5771,7 Din Mohabbat In,Movie,"Meenu Gaur, Farjad Nabi","['Mahira Khan', 'Sheheryar Munawar', 'Javed Sheikh', 'Hina Dilpazeer', 'Amna Ilyas', 'Mira Sethi', 'Rimal Ali', 'Salahuddin Tunio', 'Aamir Qureshi', 'Adnan Shah']",2018,"['Comedy', 'International Movies', 'Music & Musicals']",137,,Pakistan,TV-PG,,,,Netflix
5772,9 Months That Made You,TV Show,,,30 Jun 2016,Documentary,1,English,United States,,7.0,,,Netflix
5773,A Bad Moms Christmas,Movie,"Jon Lucas, Scott Moore","['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']",01 Nov 2017,Comedy,104,"['English', 'Japanese']","['United States', 'China']",R,5.6,32.0,42.0,Netflix
5774,A Billion Colour Story,Movie,Padmakumar Narasimhamurthy,"['Dhruva Padmakumar', 'Gaurav Sharma', 'Vasuki']",01 Oct 2016,Drama,105,"['English', 'Hindi']",India,,8.1,,,Netflix
5775,A Boy Called Po,Movie,John Asher,"['Christopher Gorham', 'Julian Feder', 'Kaitlin Doubleday']",01 Sep 2017,"['Drama', 'Fantasy']",95,English,United States,PG,6.6,,47.0,Netflix
5776,A Bridge Too Far,Movie,Richard Attenborough,"['Sean Connery', ""Ryan O'Neal"", 'Michael Caine']",15 Jun 1977,"['Drama', 'History', 'War']",175,"['English', 'German', 'Dutch', 'Polish', 'Latin']","['United States', 'United Kingdom']",PG,7.4,62.0,63.0,Netflix
5777,A Clockwork Orange,Movie,Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates']",02 Feb 1972,"['Crime', 'Sci-Fi']",136,English,"['United Kingdom', 'United States']",X,8.3,87.0,77.0,Netflix
5778,A Dangerous Woman,Movie,Stephen Gyllenhaal,"['Debra Winger', 'Barbara Hershey', 'Gabriel Byrne']",03 Dec 1993,"['Drama', 'Romance']",102,English,United States,R,5.8,50.0,,Netflix
5779,A Family Affair,Movie,George B. Seitz,"['Lionel Barrymore', 'Cecilia Parker', 'Eric Linden']",12 Mar 1937,"['Comedy', 'Family']",69,English,United States,Passed,6.7,,,Netflix
5780,A Family Man,Movie,John Sharian,"['Adam James', 'Rupert Penry-Jones']",01 Sep 2002,Short,,English,United Kingdom,,6.5,,,Netflix
5781,A Flying Jatt,Movie,Remo D'Souza,"['Tiger Shroff', 'Jacqueline Fernandez', 'Nathan Jones']",25 Aug 2016,"['Action', 'Adventure', 'Comedy']",151,Hindi,India,Not Rated,3.0,43.0,,Netflix
5782,A Glimpse Inside the Mind of Charles Swan III,Movie,Roman Coppola,"['Charlie Sheen', 'Jason Schwartzman', 'Bill Murray']",14 Mar 2013,Comedy,86,"['English', 'Russian', 'Spanish']",United States,R,4.7,16.0,28.0,Netflix
5783,A Good Wife,Movie,Mirjana Karanovic,"['Mirjana Karanovic', 'Boris Isakovic', 'Jasna Djuricic']",21 Apr 2016,Drama,90,Serbian,"['Serbia', 'Bosnia and Herzegovina', 'Croatia']",,6.7,100.0,,Netflix
5784,A Gray State,Movie,Erik Nelson,"['David Crowley', 'Danny August Mason', 'Alex Jones']",03 Nov 2017,Documentary,93,English,United States,TV-MA,6.2,100.0,74.0,Netflix
5785,A Haunted House,Movie,Michael Tiddes,"['Marlon Wayans', 'Essence Atkins', 'Marlene Forte']",11 Jan 2013,"['Comedy', 'Fantasy', 'Horror']",86,"['English', 'Spanish']",United States,R,5.1,9.0,20.0,Netflix
5786,A Haunting at Silver Falls: The Return,Movie,Teo Konuralp,"['Laura Flannery', 'James Cavlo', 'Harry Hains']",04 Jun 2019,Horror,79,English,United States,TV-14,3.2,,,Netflix
5787,A Holiday Engagement,Movie,Jim Fall,"['Bonnie Somerville', 'Shelley Long', 'Jordan Bridges', 'Sam McMurray', 'Haylie Duff', 'Sam Horrigan', 'Carrie Wiita', 'Chris McKenna', 'Edi Patterson', 'Jennifer Elise Cox']",2011,"['Children & Family Movies', 'Comedy', 'Romantic Movies']",92,,United States,TV-G,,,,Netflix
